test_idx,test_true,test_pred,train_idx,train_label,influence,rank
169,butterfly,spider,824,butterfly,0.0005961306160315871,19
169,butterfly,spider,819,butterfly,0.0005649253143928945,20
169,butterfly,spider,824,butterfly,0.0005423780530691147,21
169,butterfly,spider,678,butterfly,0.000535943079739809,22
169,butterfly,spider,819,butterfly,0.000533158949110657,23
169,butterfly,spider,885,butterfly,0.000531914469320327,24
169,butterfly,spider,1377,butterfly,0.0005057617672719061,25
169,butterfly,spider,1629,butterfly,0.0005011718603782356,26
169,butterfly,spider,760,butterfly,0.00048766974941827357,27
169,butterfly,spider,1400,butterfly,0.0004737255221698433,28
169,butterfly,spider,1400,butterfly,0.0004732903325930238,29
169,butterfly,spider,1400,butterfly,0.0004597370862029493,30
169,butterfly,spider,306,butterfly,0.0004555888881441206,31
169,butterfly,spider,1502,butterfly,0.00045343878446146846,32
169,butterfly,spider,1269,butterfly,0.00045117101399227977,33
169,butterfly,spider,1261,butterfly,0.00043955264845862985,34
169,butterfly,spider,1418,butterfly,0.0004383868945296854,35
169,butterfly,spider,1400,butterfly,0.00043393479427322745,36
169,butterfly,spider,1393,butterfly,0.00041620663250796497,37
169,butterfly,spider,1502,butterfly,0.0004138985532335937,38
169,butterfly,spider,1261,butterfly,0.0004129943554289639,39
169,butterfly,spider,305,butterfly,0.0004110757145099342,40
169,butterfly,spider,1393,butterfly,0.0003899664734490216,41
169,butterfly,spider,1145,butterfly,0.0003831283247563988,42
169,butterfly,spider,1019,butterfly,0.00037040424649603665,43
169,butterfly,spider,1163,butterfly,0.00036300354986451566,44
169,butterfly,spider,824,butterfly,0.0003473873366601765,45
169,butterfly,spider,1006,butterfly,0.0003449966898187995,46
169,butterfly,spider,1502,butterfly,0.0003315387002658099,47
169,butterfly,spider,1507,butterfly,0.00033066573087126017,48
169,butterfly,spider,1502,butterfly,0.00033043912844732404,49
169,butterfly,spider,1359,butterfly,0.00032862447551451623,50
169,butterfly,spider,1163,butterfly,0.00032785857911221683,51
169,butterfly,spider,1502,butterfly,0.0003269471344538033,52
169,butterfly,spider,1261,butterfly,0.0003244021499995142,53
169,butterfly,spider,885,butterfly,0.00032411099527962506,54
169,butterfly,spider,1145,butterfly,0.00032326014479622245,55
169,butterfly,spider,1163,butterfly,0.00032275757985189557,56
169,butterfly,spider,305,butterfly,0.0003194664604961872,57
169,butterfly,spider,824,butterfly,0.0003190641291439533,58
169,butterfly,spider,1145,butterfly,0.00031892425613477826,59
169,butterfly,spider,1019,butterfly,0.00031631396268494427,60
169,butterfly,spider,463,butterfly,0.00031209454755298793,61
169,butterfly,spider,819,butterfly,0.00031207967549562454,62
169,butterfly,spider,306,butterfly,0.0003116304869763553,63
169,butterfly,spider,1285,butterfly,0.0003065571654587984,64
169,butterfly,spider,4232,chicken,0.00030140686430968344,65
169,butterfly,spider,40,butterfly,0.0003002734447363764,66
169,butterfly,spider,1006,butterfly,0.000298708095215261,67
169,butterfly,spider,1565,butterfly,0.0002962448925245553,68
169,butterfly,spider,1393,butterfly,0.0002960988786071539,69
169,butterfly,spider,1418,butterfly,0.00029491979512386024,70
169,butterfly,spider,678,butterfly,0.00029046632698737085,71
169,butterfly,spider,753,butterfly,0.00028792821103706956,72
169,butterfly,spider,463,butterfly,0.00028698513051494956,73
169,butterfly,spider,757,butterfly,0.00028133561136201024,74
169,butterfly,spider,1113,butterfly,0.00028129800921306014,75
169,butterfly,spider,1480,butterfly,0.000276315666269511,76
169,butterfly,spider,1269,butterfly,0.0002743390796240419,77
169,butterfly,spider,1312,butterfly,0.0002730098203755915,78
169,butterfly,spider,457,butterfly,0.0002729619445744902,79
169,butterfly,spider,1124,butterfly,0.0002711618144530803,80
169,butterfly,spider,1163,butterfly,0.0002695340081118047,81
169,butterfly,spider,40,butterfly,0.0002648467489052564,82
169,butterfly,spider,1113,butterfly,0.0002646460779942572,83
169,butterfly,spider,714,butterfly,0.00026369982515461743,84
169,butterfly,spider,1285,butterfly,0.0002636066055856645,85
169,butterfly,spider,1285,butterfly,0.0002634708653204143,86
169,butterfly,spider,40,butterfly,0.0002614756522234529,87
169,butterfly,spider,1372,butterfly,0.000260966713540256,88
169,butterfly,spider,1113,butterfly,0.00025941297644749284,89
169,butterfly,spider,1418,butterfly,0.0002589585492387414,90
169,butterfly,spider,1629,butterfly,0.0002583767636679113,91
169,butterfly,spider,1163,butterfly,0.0002563341404311359,92
169,butterfly,spider,714,butterfly,0.0002561935980338603,93
169,butterfly,spider,1594,butterfly,0.00025538913905620575,94
169,butterfly,spider,3,butterfly,0.0002553121012169868,95
169,butterfly,spider,1330,butterfly,0.0002548870397731662,96
169,butterfly,spider,1285,butterfly,0.0002540145069360733,97
169,butterfly,spider,1502,butterfly,0.00025276534142903984,98
169,butterfly,spider,463,butterfly,0.00025254732463508844,99
169,butterfly,spider,1145,butterfly,0.0002512369828764349,100
316,butterfly,cat,1257,butterfly,0.0009588183602318168,1
316,butterfly,cat,1257,butterfly,0.0009148523095063865,2
316,butterfly,cat,1257,butterfly,0.0009052095701918006,3
316,butterfly,cat,1257,butterfly,0.0008718060562387109,4
316,butterfly,cat,819,butterfly,0.0008552638464607298,5
316,butterfly,cat,10565,dog,0.0008333346340805292,6
316,butterfly,cat,1393,butterfly,0.0008176694973371923,7
316,butterfly,cat,20230,squirrel,0.0008146840264089406,8
316,butterfly,cat,1257,butterfly,0.0008060179534368217,9
316,butterfly,cat,1257,butterfly,0.000797718414105475,10
316,butterfly,cat,20230,squirrel,0.0007859354955144227,11
316,butterfly,cat,20230,squirrel,0.0007855916046537459,12
316,butterfly,cat,1257,butterfly,0.0007778748404234648,13
316,butterfly,cat,819,butterfly,0.0007740705041214824,14
316,butterfly,cat,1269,butterfly,0.0007678796537220478,15
316,butterfly,cat,20230,squirrel,0.0007569583249278367,16
316,butterfly,cat,1400,butterfly,0.00074030488030985,17
316,butterfly,cat,1257,butterfly,0.0007315425900742412,18
316,butterfly,cat,1393,butterfly,0.0007264189189299941,19
316,butterfly,cat,10146,dog,0.0007207493763417006,20
316,butterfly,cat,1400,butterfly,0.0007203167770057917,21
316,butterfly,cat,20260,squirrel,0.0007116277702152729,22
316,butterfly,cat,20230,squirrel,0.0007059764466248453,23
316,butterfly,cat,1418,butterfly,0.0007025222876109183,24
316,butterfly,cat,824,butterfly,0.0006866343901492655,25
316,butterfly,cat,10190,dog,0.0006841052672825754,26
316,butterfly,cat,20230,squirrel,0.000680563214700669,27
316,butterfly,cat,20230,squirrel,0.0006786864250898361,28
316,butterfly,cat,7747,dog,0.0006666593253612518,29
316,butterfly,cat,1372,butterfly,0.00066587352193892,30
316,butterfly,cat,10146,dog,0.0006501729367300868,31
316,butterfly,cat,7040,dog,0.0006500126328319311,32
316,butterfly,cat,1006,butterfly,0.0006333349738270044,33
316,butterfly,cat,10146,dog,0.0006283330149017274,34
316,butterfly,cat,20230,squirrel,0.0006201834185048938,35
316,butterfly,cat,8106,dog,0.0006037263083271682,36
316,butterfly,cat,7962,dog,0.0006020470755174756,37
316,butterfly,cat,824,butterfly,0.0005902725970372558,38
316,butterfly,cat,760,butterfly,0.0005845382111147046,39
316,butterfly,cat,306,butterfly,0.000580688298214227,40
316,butterfly,cat,10190,dog,0.0005797134363092482,41
316,butterfly,cat,7747,dog,0.0005791788571514189,42
316,butterfly,cat,9720,dog,0.0005788919515907764,43
316,butterfly,cat,7747,dog,0.000576225109398365,44
316,butterfly,cat,8407,dog,0.0005752836004830897,45
316,butterfly,cat,7747,dog,0.0005554626113735139,46
316,butterfly,cat,7566,dog,0.0005551959038712084,47
316,butterfly,cat,9482,dog,0.0005512248026207089,48
316,butterfly,cat,1629,butterfly,0.0005468826275318861,49
316,butterfly,cat,1153,butterfly,0.0005447670118883252,50
316,butterfly,cat,678,butterfly,0.0005415207124315202,51
316,butterfly,cat,10190,dog,0.0005386998527683318,52
316,butterfly,cat,1006,butterfly,0.0005366880213841796,53
316,butterfly,cat,8407,dog,0.000536458392161876,54
316,butterfly,cat,9482,dog,0.0005358261987566948,55
316,butterfly,cat,10190,dog,0.0005288709653541446,56
316,butterfly,cat,1471,butterfly,0.0005280940094962716,57
316,butterfly,cat,7962,dog,0.0005242096376605332,58
316,butterfly,cat,8651,dog,0.000524194329045713,59
316,butterfly,cat,7747,dog,0.0005214783595874906,60
316,butterfly,cat,7747,dog,0.0005181713495403528,61
316,butterfly,cat,1019,butterfly,0.0005112740327604115,62
316,butterfly,cat,8070,dog,0.0005107428296469152,63
316,butterfly,cat,8407,dog,0.0005054398789070547,64
316,butterfly,cat,1393,butterfly,0.0005046117585152388,65
316,butterfly,cat,819,butterfly,0.0005026242579333484,66
316,butterfly,cat,1418,butterfly,0.0005021219840273261,67
316,butterfly,cat,9873,dog,0.0005006037536077201,68
316,butterfly,cat,9482,dog,0.0004909065319225192,69
316,butterfly,cat,8007,dog,0.0004893463919870555,70
316,butterfly,cat,1163,butterfly,0.00048629287630319595,71
316,butterfly,cat,7040,dog,0.0004843312199227512,72
316,butterfly,cat,1377,butterfly,0.00048217352014034986,73
316,butterfly,cat,8651,dog,0.00047780462773516774,74
316,butterfly,cat,819,butterfly,0.0004757429996971041,75
316,butterfly,cat,1393,butterfly,0.00047233299119398,76
316,butterfly,cat,8106,dog,0.00047072157030925155,77
316,butterfly,cat,1418,butterfly,0.0004674989904742688,78
316,butterfly,cat,1418,butterfly,0.00045977553236298263,79
316,butterfly,cat,7543,dog,0.0004580926906783134,80
316,butterfly,cat,10351,dog,0.0004570400051306933,81
316,butterfly,cat,1163,butterfly,0.0004549706063698977,82
316,butterfly,cat,305,butterfly,0.00045475171646103263,83
316,butterfly,cat,10565,dog,0.00045338046038523316,84
316,butterfly,cat,3078,chicken,0.0004500225477386266,85
316,butterfly,cat,7566,dog,0.000448922481155023,86
316,butterfly,cat,885,butterfly,0.00044808804523199797,87
316,butterfly,cat,10190,dog,0.00044762168545275927,88
316,butterfly,cat,7747,dog,0.00044687758781947196,89
316,butterfly,cat,1269,butterfly,0.0004437084717210382,90
316,butterfly,cat,1019,butterfly,0.00044344065827317536,91
316,butterfly,cat,1242,butterfly,0.00044065018300898373,92
316,butterfly,cat,1261,butterfly,0.0004390885296743363,93
316,butterfly,cat,1163,butterfly,0.00043838078272528946,94
316,butterfly,cat,1629,butterfly,0.0004365278873592615,95
316,butterfly,cat,9859,dog,0.0004364310298115015,96
316,butterfly,cat,8407,dog,0.00043461567838676274,97
316,butterfly,cat,1502,butterfly,0.00043052295222878456,98
316,butterfly,cat,7962,dog,0.00043019140139222145,99
316,butterfly,cat,8921,dog,0.00042886254959739745,100
335,butterfly,spider,1257,butterfly,0.002200166927650571,1
335,butterfly,spider,1257,butterfly,0.0019002719782292843,2
335,butterfly,spider,1257,butterfly,0.0018997371662408113,3
335,butterfly,spider,1257,butterfly,0.0018035335233435035,4
335,butterfly,spider,819,butterfly,0.001657114364206791,5
335,butterfly,spider,1257,butterfly,0.0015369029715657234,6
335,butterfly,spider,1257,butterfly,0.0014704554341733456,7
335,butterfly,spider,1400,butterfly,0.0014169815694913268,8
335,butterfly,spider,1400,butterfly,0.001383364899083972,9
335,butterfly,spider,1257,butterfly,0.0013583439867943525,10
335,butterfly,spider,1257,butterfly,0.0013370439410209656,11
335,butterfly,spider,1269,butterfly,0.001326094032265246,12
335,butterfly,spider,819,butterfly,0.001318729599006474,13
335,butterfly,spider,1372,butterfly,0.0011016210773959756,14
335,butterfly,spider,1629,butterfly,0.0009078618022613227,15
335,butterfly,spider,1393,butterfly,0.0008653157274238765,16
335,butterfly,spider,1377,butterfly,0.0008514077635481954,17
335,butterfly,spider,678,butterfly,0.0008433874463662505,18
335,butterfly,spider,819,butterfly,0.0008314233273267746,19
335,butterfly,spider,885,butterfly,0.0007722117588855326,20
335,butterfly,spider,824,butterfly,0.0007044870872050524,21
335,butterfly,spider,819,butterfly,0.0007016228628344834,22
335,butterfly,spider,1393,butterfly,0.0006943521439097822,23
335,butterfly,spider,1269,butterfly,0.000658305361866951,24
335,butterfly,spider,760,butterfly,0.000639938865788281,25
335,butterfly,spider,1629,butterfly,0.0006393704097718,26
335,butterfly,spider,1400,butterfly,0.0006177513860166073,27
335,butterfly,spider,1400,butterfly,0.0006115181022323668,28
335,butterfly,spider,1502,butterfly,0.0006112538394518197,29
335,butterfly,spider,1400,butterfly,0.0005869644228368998,30
335,butterfly,spider,824,butterfly,0.0005819853977300227,31
335,butterfly,spider,1502,butterfly,0.0005645813071168959,32
335,butterfly,spider,819,butterfly,0.0005500715342350304,33
335,butterfly,spider,305,butterfly,0.000546732684597373,34
335,butterfly,spider,1400,butterfly,0.0005447021685540676,35
335,butterfly,spider,306,butterfly,0.000513983890414238,36
335,butterfly,spider,1145,butterfly,0.0005097267567180097,37
335,butterfly,spider,1261,butterfly,0.0004968993598595262,38
335,butterfly,spider,1261,butterfly,0.0004962815437465906,39
335,butterfly,spider,1418,butterfly,0.0004770027589984238,40
335,butterfly,spider,1507,butterfly,0.00046620002831332386,41
335,butterfly,spider,4232,chicken,0.0004548551223706454,42
335,butterfly,spider,1006,butterfly,0.0004484655801206827,43
335,butterfly,spider,1393,butterfly,0.0004478846094571054,44
335,butterfly,spider,20065,squirrel,0.0004458500479813665,45
335,butterfly,spider,4232,chicken,0.0004370536480564624,46
335,butterfly,spider,1359,butterfly,0.00043290239409543574,47
335,butterfly,spider,1502,butterfly,0.0004262577276676893,48
335,butterfly,spider,40,butterfly,0.0004236861423123628,49
335,butterfly,spider,1393,butterfly,0.00042152698733843863,50
335,butterfly,spider,463,butterfly,0.0004193280474282801,51
335,butterfly,spider,1502,butterfly,0.0004167646693531424,52
335,butterfly,spider,885,butterfly,0.00041228829650208354,53
335,butterfly,spider,1565,butterfly,0.0004090121074113995,54
335,butterfly,spider,1502,butterfly,0.0003988828102592379,55
335,butterfly,spider,1269,butterfly,0.00039577417192049325,56
335,butterfly,spider,678,butterfly,0.00039130053482949734,57
335,butterfly,spider,1124,butterfly,0.0003909728256985545,58
335,butterfly,spider,1019,butterfly,0.00038747041253373027,59
335,butterfly,spider,1145,butterfly,0.0003856769180856645,60
335,butterfly,spider,1163,butterfly,0.0003839476848952472,61
335,butterfly,spider,1163,butterfly,0.0003800068807322532,62
335,butterfly,spider,577,butterfly,0.00037974744918756187,63
335,butterfly,spider,819,butterfly,0.0003765009169001132,64
335,butterfly,spider,757,butterfly,0.0003716374922078103,65
335,butterfly,spider,824,butterfly,0.00037126417737454176,66
335,butterfly,spider,1145,butterfly,0.0003706678398884833,67
335,butterfly,spider,305,butterfly,0.00037037915899418294,68
335,butterfly,spider,714,butterfly,0.0003608805127441883,69
335,butterfly,spider,1312,butterfly,0.0003600415657274425,70
335,butterfly,spider,1261,butterfly,0.0003556646406650543,71
335,butterfly,spider,1372,butterfly,0.00035504091647453606,72
335,butterfly,spider,757,butterfly,0.00035498308716341853,73
335,butterfly,spider,1418,butterfly,0.0003536407893989235,74
335,butterfly,spider,1006,butterfly,0.0003528488159645349,75
335,butterfly,spider,4232,chicken,0.00035256167757324874,76
335,butterfly,spider,4232,chicken,0.0003506662033032626,77
335,butterfly,spider,1285,butterfly,0.00034710191539488733,78
335,butterfly,spider,1163,butterfly,0.0003468070353846997,79
335,butterfly,spider,1285,butterfly,0.0003407552430871874,80
335,butterfly,spider,1330,butterfly,0.00034031132236123085,81
335,butterfly,spider,457,butterfly,0.0003323605051264167,82
335,butterfly,spider,463,butterfly,0.00033208756940439343,83
335,butterfly,spider,306,butterfly,0.00033049736521206796,84
335,butterfly,spider,824,butterfly,0.0003300188691355288,85
335,butterfly,spider,714,butterfly,0.00032943024416454136,86
335,butterfly,spider,577,butterfly,0.0003291782923042774,87
335,butterfly,spider,828,butterfly,0.00032879432546906173,88
335,butterfly,spider,40,butterfly,0.00032744748750701547,89
335,butterfly,spider,40,butterfly,0.00032469688449054956,90
335,butterfly,spider,155,butterfly,0.00032197294058278203,91
335,butterfly,spider,753,butterfly,0.00032125477446243167,92
335,butterfly,spider,1377,butterfly,0.00031680933898314834,93
335,butterfly,spider,1629,butterfly,0.00031639475491829216,94
335,butterfly,spider,1393,butterfly,0.00031606375705450773,95
335,butterfly,spider,4232,chicken,0.0003143449139315635,96
335,butterfly,spider,1502,butterfly,0.0003102740447502583,97
335,butterfly,spider,1312,butterfly,0.0003082796174567193,98
335,butterfly,spider,1113,butterfly,0.0003065845521632582,99
335,butterfly,spider,4232,chicken,0.00030614700517617166,100
468,cat,squirrel,2635,cat,0.00042221322655677795,1
468,cat,squirrel,2093,cat,0.0004081086372025311,2
468,cat,squirrel,2093,cat,0.0004041787178721279,3
468,cat,squirrel,1953,cat,0.00039970557554624975,4
468,cat,squirrel,1953,cat,0.0003867987834382802,5
468,cat,squirrel,2093,cat,0.00031238715746439993,6
468,cat,squirrel,2476,cat,0.00030708915437571704,7
468,cat,squirrel,2927,cat,0.00030235949088819325,8
468,cat,squirrel,1953,cat,0.0002937015378847718,9
468,cat,squirrel,2635,cat,0.00028498758911155164,10
468,cat,squirrel,2093,cat,0.00028050949913449585,11
468,cat,squirrel,1953,cat,0.00027679037884809077,12
468,cat,squirrel,1953,cat,0.0002609453222248703,13
468,cat,squirrel,1736,cat,0.0002581439621280879,14
468,cat,squirrel,17717,spider,0.0002521802671253681,15
468,cat,squirrel,1736,cat,0.00025029017706401646,16
468,cat,squirrel,2927,cat,0.0002457745431456715,17
468,cat,squirrel,17446,spider,0.0002437110524624586,18
468,cat,squirrel,2093,cat,0.00024142755137290806,19
468,cat,squirrel,1953,cat,0.00023715720453765243,20
468,cat,squirrel,2093,cat,0.00023618761042598635,21
468,cat,squirrel,2503,cat,0.0002341746585443616,22
468,cat,squirrel,2635,cat,0.00022761063883081079,23
468,cat,squirrel,2541,cat,0.00022760953288525343,24
468,cat,squirrel,2503,cat,0.00022418952721636742,25
468,cat,squirrel,2927,cat,0.00021261915389914066,26
468,cat,squirrel,2071,cat,0.00021164379722904414,27
468,cat,squirrel,1736,cat,0.00021022504370193928,28
468,cat,squirrel,2927,cat,0.0002095437521347776,29
468,cat,squirrel,2476,cat,0.00020915718050673604,30
468,cat,squirrel,2476,cat,0.00020790683629456908,31
468,cat,squirrel,2071,cat,0.00020576201495714486,32
468,cat,squirrel,2541,cat,0.00020516756922006607,33
468,cat,squirrel,17446,spider,0.00020482964464463294,34
468,cat,squirrel,1736,cat,0.0002023726556217298,35
468,cat,squirrel,1953,cat,0.00019436019647400826,36
468,cat,squirrel,2476,cat,0.00019264947331976146,37
468,cat,squirrel,2463,cat,0.00018291121523361653,38
468,cat,squirrel,2627,cat,0.000180743052624166,39
468,cat,squirrel,2093,cat,0.0001764673215802759,40
468,cat,squirrel,1953,cat,0.0001739006256684661,41
468,cat,squirrel,2927,cat,0.0001725022157188505,42
468,cat,squirrel,17717,spider,0.0001724822650430724,43
468,cat,squirrel,2476,cat,0.00016465933003928512,44
468,cat,squirrel,2953,cat,0.00016442038759123534,45
468,cat,squirrel,2463,cat,0.0001607713638804853,46
468,cat,squirrel,7170,dog,0.00015814985090401024,47
468,cat,squirrel,2953,cat,0.0001580032258061692,48
468,cat,squirrel,2635,cat,0.00015627569518983364,49
468,cat,squirrel,2071,cat,0.0001541760575491935,50
468,cat,squirrel,2093,cat,0.00015417396207340062,51
468,cat,squirrel,2163,cat,0.00015269083087332547,52
468,cat,squirrel,2503,cat,0.00015191266720648855,53
468,cat,squirrel,2927,cat,0.00015005991735961288,54
468,cat,squirrel,1736,cat,0.00014699868916068226,55
468,cat,squirrel,2032,cat,0.00014671008102595806,56
468,cat,squirrel,17446,spider,0.00014405971160158515,57
468,cat,squirrel,2758,cat,0.00013975665206089616,58
468,cat,squirrel,1736,cat,0.0001395884610246867,59
468,cat,squirrel,2030,cat,0.0001388805831084028,60
468,cat,squirrel,2071,cat,0.00013881264021620154,61
468,cat,squirrel,2927,cat,0.00013842436601407826,62
468,cat,squirrel,2324,cat,0.00013664855214301497,63
468,cat,squirrel,2071,cat,0.00013471036800183356,64
468,cat,squirrel,2158,cat,0.00013387804210651666,65
468,cat,squirrel,2031,cat,0.00013236119411885738,66
468,cat,squirrel,2324,cat,0.00012834175140596926,67
468,cat,squirrel,2032,cat,0.0001263862068299204,68
468,cat,squirrel,2758,cat,0.00012624428200069815,69
468,cat,squirrel,2031,cat,0.00012207859253976494,70
468,cat,squirrel,2071,cat,0.00012072762910975143,71
468,cat,squirrel,2158,cat,0.00012048843927914277,72
468,cat,squirrel,2758,cat,0.00011893046030309051,73
468,cat,squirrel,2030,cat,0.00011892754264408723,74
468,cat,squirrel,2635,cat,0.00011836025805678219,75
468,cat,squirrel,2758,cat,0.00011770592391258106,76
468,cat,squirrel,2927,cat,0.00011604127939790487,77
468,cat,squirrel,2463,cat,0.00011601392907323316,78
