test_idx,test_true,test_pred,train_idx,train_true,train_pred,influence,rank,same_error
316,butterfly,cat,8407,dog,cat,0.0005752836004830897,45,True
316,butterfly,cat,9482,dog,cat,0.0005512248026207089,48,True
316,butterfly,cat,8407,dog,cat,0.000536458392161876,54,True
316,butterfly,cat,9482,dog,cat,0.0005358261987566948,55,True
316,butterfly,cat,8407,dog,cat,0.0005054398789070547,64,True
316,butterfly,cat,9873,dog,squirrel,0.0005006037536077201,68,False
316,butterfly,cat,9482,dog,cat,0.0004909065319225192,69,True
316,butterfly,cat,3078,chicken,cat,0.0004500225477386266,85,True
316,butterfly,cat,9859,dog,cat,0.0004364310298115015,96,True
316,butterfly,cat,8407,dog,cat,0.00043461567838676274,97,True
335,butterfly,spider,1257,butterfly,spider,0.002200166927650571,1,True
335,butterfly,spider,1257,butterfly,spider,0.0019002719782292843,2,True
335,butterfly,spider,1257,butterfly,spider,0.0018997371662408113,3,True
335,butterfly,spider,1257,butterfly,spider,0.0018035335233435035,4,True
335,butterfly,spider,1257,butterfly,spider,0.0015369029715657234,6,True
335,butterfly,spider,1257,butterfly,spider,0.0014704554341733456,7,True
335,butterfly,spider,1257,butterfly,spider,0.0013583439867943525,10,True
335,butterfly,spider,1257,butterfly,spider,0.0013370439410209656,11,True
335,butterfly,spider,4232,chicken,spider,0.0004548551223706454,42,True
335,butterfly,spider,4232,chicken,spider,0.0004370536480564624,46,True
335,butterfly,spider,4232,chicken,spider,0.00035256167757324874,76,True
335,butterfly,spider,4232,chicken,spider,0.0003506662033032626,77,True
335,butterfly,spider,4232,chicken,spider,0.0003143449139315635,96,True
335,butterfly,spider,4232,chicken,spider,0.00030614700517617166,100,True
468,cat,squirrel,2635,cat,squirrel,0.00042221322655677795,1,True
468,cat,squirrel,2093,cat,chicken,0.0004081086372025311,2,False
468,cat,squirrel,2093,cat,chicken,0.0004041787178721279,3,False
468,cat,squirrel,1953,cat,sheep,0.00039970557554624975,4,False
468,cat,squirrel,1953,cat,sheep,0.0003867987834382802,5,False
468,cat,squirrel,2093,cat,chicken,0.00031238715746439993,6,False
468,cat,squirrel,2476,cat,dog,0.00030708915437571704,7,False
468,cat,squirrel,1953,cat,sheep,0.0002937015378847718,9,False
468,cat,squirrel,2635,cat,squirrel,0.00028498758911155164,10,True
468,cat,squirrel,2093,cat,chicken,0.00028050949913449585,11,False
468,cat,squirrel,1953,cat,sheep,0.00027679037884809077,12,False
468,cat,squirrel,1953,cat,sheep,0.0002609453222248703,13,False
468,cat,squirrel,17717,spider,squirrel,0.0002521802671253681,15,True
468,cat,squirrel,17446,spider,squirrel,0.0002437110524624586,18,True
468,cat,squirrel,2093,cat,chicken,0.00024142755137290806,19,False
468,cat,squirrel,1953,cat,sheep,0.00023715720453765243,20,False
468,cat,squirrel,2093,cat,chicken,0.00023618761042598635,21,False
468,cat,squirrel,2635,cat,squirrel,0.00022761063883081079,23,True
468,cat,squirrel,2476,cat,dog,0.00020915718050673604,30,False
468,cat,squirrel,2476,cat,dog,0.00020790683629456908,31,False
468,cat,squirrel,17446,spider,squirrel,0.00020482964464463294,34,True
468,cat,squirrel,1953,cat,sheep,0.00019436019647400826,36,False
468,cat,squirrel,2476,cat,dog,0.00019264947331976146,37,False
468,cat,squirrel,2093,cat,chicken,0.0001764673215802759,40,False
468,cat,squirrel,1953,cat,sheep,0.0001739006256684661,41,False
468,cat,squirrel,17717,spider,squirrel,0.0001724822650430724,43,True
468,cat,squirrel,2476,cat,dog,0.00016465933003928512,44,False
468,cat,squirrel,2635,cat,squirrel,0.00015627569518983364,49,True
468,cat,squirrel,2093,cat,chicken,0.00015417396207340062,51,False
468,cat,squirrel,17446,spider,squirrel,0.00014405971160158515,57,True
468,cat,squirrel,2635,cat,squirrel,0.00011836025805678219,75,True
468,cat,squirrel,2476,cat,dog,0.00010167620348511264,94,False
554,cat,sheep,1953,cat,sheep,0.0010669970652088523,1,True
554,cat,sheep,1953,cat,sheep,0.0010358059080317616,2,True
554,cat,sheep,1953,cat,sheep,0.0009920065058395267,3,True
554,cat,sheep,1953,cat,sheep,0.0009720313246361911,4,True
554,cat,sheep,1953,cat,sheep,0.0009712270111776888,5,True
554,cat,sheep,1953,cat,sheep,0.0008880196837708354,6,True
554,cat,sheep,1953,cat,sheep,0.0008578311535529792,7,True
554,cat,sheep,2093,cat,chicken,0.0007318148855119944,8,False
554,cat,sheep,1953,cat,sheep,0.000694263493642211,11,True
554,cat,sheep,2093,cat,chicken,0.0006884312024340034,13,False
554,cat,sheep,2093,cat,chicken,0.0006826869212090969,14,False
554,cat,sheep,2093,cat,chicken,0.0006727689760737121,15,False
554,cat,sheep,2093,cat,chicken,0.0006575397565029562,16,False
554,cat,sheep,2093,cat,chicken,0.0006515735294669867,19,False
554,cat,sheep,2476,cat,dog,0.0006156666204333305,21,False
554,cat,sheep,2476,cat,dog,0.0006016977713443339,24,False
554,cat,sheep,2476,cat,dog,0.0005923053249716759,26,False
554,cat,sheep,2093,cat,chicken,0.0005835633492097259,29,False
554,cat,sheep,2476,cat,dog,0.0005649471422657371,30,False
554,cat,sheep,2635,cat,squirrel,0.0005165740149095654,40,False
554,cat,sheep,2093,cat,chicken,0.0005125948810018599,41,False
554,cat,sheep,2635,cat,squirrel,0.0004830277757719159,46,False
554,cat,sheep,2476,cat,dog,0.0004397052398417145,52,False
554,cat,sheep,2476,cat,dog,0.00043436765554361045,55,False
554,cat,sheep,2635,cat,squirrel,0.00037507378146983683,67,False
554,cat,sheep,5745,cow,sheep,0.00036122254095971584,71,True
554,cat,sheep,2476,cat,dog,0.0003369177575223148,76,False
554,cat,sheep,5954,cow,sheep,0.00031980141648091376,81,True
554,cat,sheep,5954,cow,sheep,0.0003163604997098446,87,True
554,cat,sheep,5745,cow,sheep,0.0003151875571347773,89,True
554,cat,sheep,5954,cow,sheep,0.00030562281608581543,92,True
554,cat,sheep,12964,horse,sheep,0.00030207447707653046,93,True
554,cat,sheep,5745,cow,sheep,0.00029988560709170997,94,True
554,cat,sheep,12964,horse,sheep,0.0002916893281508237,96,True
554,cat,sheep,7035,dog,sheep,0.0002896561927627772,97,True
554,cat,sheep,6054,cow,sheep,0.0002822947863023728,99,True
572,cat,squirrel,2635,cat,squirrel,0.0011138813570141792,1,True
572,cat,squirrel,2635,cat,squirrel,0.001017238013446331,2,True
572,cat,squirrel,2093,cat,chicken,0.0007858237950131297,3,False
572,cat,squirrel,1953,cat,sheep,0.0007857237360440195,4,False
572,cat,squirrel,2093,cat,chicken,0.0007811834802851081,5,False
572,cat,squirrel,1953,cat,sheep,0.0007583655533380806,6,False
572,cat,squirrel,1953,cat,sheep,0.0007571252062916756,7,False
572,cat,squirrel,2093,cat,chicken,0.0007560483645647764,8,False
572,cat,squirrel,2093,cat,chicken,0.0007399896276183426,9,False
572,cat,squirrel,2635,cat,squirrel,0.0007368027581833303,10,True
572,cat,squirrel,1953,cat,sheep,0.0007292805821634829,11,False
572,cat,squirrel,1953,cat,sheep,0.0007283648592419922,12,False
572,cat,squirrel,2093,cat,chicken,0.0007258413825184107,13,False
572,cat,squirrel,1953,cat,sheep,0.0007223369320854545,15,False
572,cat,squirrel,1953,cat,sheep,0.0007064940873533487,16,False
572,cat,squirrel,2093,cat,chicken,0.0006660615908913314,17,False
572,cat,squirrel,2093,cat,chicken,0.0006472538807429373,18,False
572,cat,squirrel,2476,cat,dog,0.0006173506262712181,19,False
572,cat,squirrel,2476,cat,dog,0.0006017610430717468,22,False
572,cat,squirrel,2476,cat,dog,0.0005854505579918623,26,False
572,cat,squirrel,17717,spider,squirrel,0.0005811299779452384,27,True
572,cat,squirrel,17446,spider,squirrel,0.0005770529969595373,28,True
572,cat,squirrel,17446,spider,squirrel,0.0005547277978621423,30,True
572,cat,squirrel,2476,cat,dog,0.0005500309634953737,32,False
572,cat,squirrel,1953,cat,sheep,0.0005204273038543761,37,False
572,cat,squirrel,17446,spider,squirrel,0.0005122314323671162,38,True
572,cat,squirrel,17446,spider,squirrel,0.0005081475828774273,41,True
572,cat,squirrel,2635,cat,squirrel,0.0004925699322484434,46,True
572,cat,squirrel,17446,spider,squirrel,0.00046386022586375475,54,True
572,cat,squirrel,17717,spider,squirrel,0.0004635530349332839,55,True
572,cat,squirrel,2093,cat,chicken,0.00045608708751387894,57,False
572,cat,squirrel,2476,cat,dog,0.0004534710315056145,58,False
572,cat,squirrel,17446,spider,squirrel,0.0004404620558489114,62,True
572,cat,squirrel,17446,spider,squirrel,0.00043119522160850465,65,True
572,cat,squirrel,2635,cat,squirrel,0.00043107973760925233,66,True
572,cat,squirrel,2476,cat,dog,0.0003867208433803171,77,False
572,cat,squirrel,2635,cat,squirrel,0.0003300539974588901,97,True
572,cat,squirrel,17717,spider,squirrel,0.0003283670812379569,98,True
572,cat,squirrel,17717,spider,squirrel,0.00032668333733454347,99,True
596,cat,squirrel,2093,cat,chicken,0.0008078817627392709,1,False
596,cat,squirrel,2093,cat,chicken,0.0007877791649661958,2,False
596,cat,squirrel,2093,cat,chicken,0.000752872321754694,3,False
596,cat,squirrel,2093,cat,chicken,0.0007184674614109099,4,False
596,cat,squirrel,2635,cat,squirrel,0.0007108984282240272,5,True
596,cat,squirrel,2093,cat,chicken,0.000659881392493844,6,False
596,cat,squirrel,1953,cat,sheep,0.0006198545452207327,7,False
596,cat,squirrel,1953,cat,sheep,0.0006079448503442109,8,False
596,cat,squirrel,2635,cat,squirrel,0.0005996145773679018,9,True
596,cat,squirrel,1953,cat,sheep,0.0005866321735084057,10,False
596,cat,squirrel,1953,cat,sheep,0.0005722912028431892,11,False
596,cat,squirrel,2093,cat,chicken,0.0005561691359616816,12,False
596,cat,squirrel,2635,cat,squirrel,0.0005217628786340356,13,True
596,cat,squirrel,2093,cat,chicken,0.0005216738791204989,14,False
596,cat,squirrel,1953,cat,sheep,0.0005156563711352646,16,False
596,cat,squirrel,1953,cat,sheep,0.0004902108921669424,19,False
596,cat,squirrel,2476,cat,dog,0.0004886396927759051,20,False
596,cat,squirrel,1953,cat,sheep,0.00047032051952555776,21,False
596,cat,squirrel,2476,cat,dog,0.0004688226617872715,22,False
596,cat,squirrel,2476,cat,dog,0.0004478530609048903,23,False
596,cat,squirrel,2093,cat,chicken,0.0004408700333442539,24,False
596,cat,squirrel,1953,cat,sheep,0.00039924937300384045,28,False
596,cat,squirrel,2476,cat,dog,0.00039650194230489433,29,False
596,cat,squirrel,17446,spider,squirrel,0.0003917462599929422,31,True
596,cat,squirrel,17717,spider,squirrel,0.00038347661029547453,33,True
596,cat,squirrel,2635,cat,squirrel,0.0003755560319405049,36,True
596,cat,squirrel,17446,spider,squirrel,0.00037228543078526855,38,True
596,cat,squirrel,17446,spider,squirrel,0.00037092750426381826,39,True
596,cat,squirrel,2476,cat,dog,0.0003593450237531215,41,False
596,cat,squirrel,17717,spider,squirrel,0.00031975499587133527,54,True
596,cat,squirrel,2635,cat,squirrel,0.00027804600540548563,68,True
596,cat,squirrel,17446,spider,squirrel,0.0002349537389818579,85,True
596,cat,squirrel,17446,spider,squirrel,0.00023278397566173226,86,True
596,cat,squirrel,17446,spider,squirrel,0.00022036346490494907,92,True
651,cat,dog,2093,cat,chicken,0.0009791943011805415,1,False
651,cat,dog,2093,cat,chicken,0.0008151616202667356,3,False
651,cat,dog,2476,cat,dog,0.0007313532987609506,7,True
651,cat,dog,2476,cat,dog,0.0007121908711269498,8,True
651,cat,dog,2093,cat,chicken,0.0006774172652512789,12,False
651,cat,dog,1953,cat,sheep,0.0006751519395038486,13,False
651,cat,dog,2093,cat,chicken,0.0006661188090220094,14,False
651,cat,dog,2093,cat,chicken,0.0006600095657631755,15,False
651,cat,dog,1953,cat,sheep,0.0006329134339466691,16,False
651,cat,dog,2476,cat,dog,0.0006262094830162823,18,True
651,cat,dog,2093,cat,chicken,0.0006254678592085838,19,False
651,cat,dog,2093,cat,chicken,0.000619887956418097,20,False
651,cat,dog,1953,cat,sheep,0.0006097760633565485,23,False
651,cat,dog,2093,cat,chicken,0.0006053456454537809,24,False
651,cat,dog,1953,cat,sheep,0.0006052303942851722,25,False
651,cat,dog,1953,cat,sheep,0.0006039816071279347,26,False
651,cat,dog,2476,cat,dog,0.0005800800281576812,30,True
651,cat,dog,1953,cat,sheep,0.0005593067035079002,32,False
651,cat,dog,1953,cat,sheep,0.0005233473493717611,36,False
651,cat,dog,1953,cat,sheep,0.0004894902231171727,40,False
651,cat,dog,2635,cat,squirrel,0.00047903545782901347,42,False
651,cat,dog,15315,sheep,dog,0.00047052837908267975,44,True
651,cat,dog,2635,cat,squirrel,0.0004203946446068585,52,False
651,cat,dog,2476,cat,dog,0.000419157586293295,54,True
651,cat,dog,15409,sheep,dog,0.0003981041954830289,64,True
651,cat,dog,2476,cat,dog,0.0003960474277846515,65,True
651,cat,dog,2476,cat,dog,0.00035004495293833315,73,True
651,cat,dog,15409,sheep,dog,0.0003368293109815568,78,True
651,cat,dog,20550,squirrel,dog,0.0003331400512252003,84,True
651,cat,dog,2635,cat,squirrel,0.0003267388674430549,85,False
651,cat,dog,3229,chicken,dog,0.00031405966728925705,93,True
651,cat,dog,15315,sheep,dog,0.0003121913759969175,94,True
809,chicken,dog,3229,chicken,dog,0.0009222680237144232,1,True
809,chicken,dog,4232,chicken,spider,0.000744519114959985,6,False
809,chicken,dog,4232,chicken,spider,0.000652570219244808,8,False
809,chicken,dog,4232,chicken,spider,0.0006447407649829984,11,False
809,chicken,dog,3517,chicken,dog,0.0006440007709898055,12,True
809,chicken,dog,4232,chicken,spider,0.0006334607605822384,14,False
809,chicken,dog,4303,chicken,dog,0.000627458153758198,16,True
809,chicken,dog,3229,chicken,dog,0.0006217824993655086,18,True
809,chicken,dog,3229,chicken,dog,0.0006115220603533089,21,True
809,chicken,dog,4232,chicken,spider,0.0006085969507694244,22,False
809,chicken,dog,3517,chicken,dog,0.0005962197901681066,24,True
809,chicken,dog,4232,chicken,spider,0.0005695205763913691,28,False
809,chicken,dog,3517,chicken,dog,0.0005666231154464185,29,True
809,chicken,dog,4303,chicken,dog,0.000551470264326781,32,True
809,chicken,dog,4232,chicken,spider,0.000545342976693064,33,False
809,chicken,dog,3517,chicken,dog,0.0005392018356360495,35,True
809,chicken,dog,3078,chicken,cat,0.0005311767454259098,37,False
809,chicken,dog,4303,chicken,dog,0.0005305181257426739,38,True
809,chicken,dog,3078,chicken,cat,0.0005303226644173265,39,False
809,chicken,dog,3517,chicken,dog,0.0005111749051138759,40,True
809,chicken,dog,4303,chicken,dog,0.000501348462421447,42,True
809,chicken,dog,4303,chicken,dog,0.00048648950178176165,44,True
809,chicken,dog,4303,chicken,dog,0.0004826148506253958,45,True
809,chicken,dog,3078,chicken,cat,0.0004706716863438487,47,False
809,chicken,dog,3517,chicken,dog,0.0004682562139350921,48,True
809,chicken,dog,3078,chicken,cat,0.0004663220897782594,49,False
809,chicken,dog,3078,chicken,cat,0.0004654171352740377,51,False
809,chicken,dog,4303,chicken,dog,0.0004653214127756655,52,True
809,chicken,dog,3078,chicken,cat,0.000455973349744454,53,False
809,chicken,dog,3229,chicken,dog,0.0004537491768132895,55,True
809,chicken,dog,4232,chicken,spider,0.00043531160918064415,59,False
809,chicken,dog,3078,chicken,cat,0.0004346362256910652,60,False
809,chicken,dog,3517,chicken,dog,0.0004228958277963102,63,True
809,chicken,dog,3517,chicken,dog,0.0003809804911725223,75,True
809,chicken,dog,4303,chicken,dog,0.00035998152452521026,90,True
809,chicken,dog,3229,chicken,dog,0.0003557283489499241,92,True
1060,chicken,dog,3229,chicken,dog,0.0010360730811953545,2,True
1060,chicken,dog,3229,chicken,dog,0.000755556218791753,6,True
1060,chicken,dog,4303,chicken,dog,0.0007522011874243617,7,True
1060,chicken,dog,4232,chicken,spider,0.0006958051235415041,10,False
1060,chicken,dog,3229,chicken,dog,0.0006923323380760849,11,True
1060,chicken,dog,3517,chicken,dog,0.0006704884581267834,13,True
1060,chicken,dog,4303,chicken,dog,0.00065057777101174,14,True
1060,chicken,dog,4303,chicken,dog,0.0006370844785124063,15,True
1060,chicken,dog,4232,chicken,spider,0.0006210822029970586,18,False
1060,chicken,dog,4232,chicken,spider,0.0006202628719620407,19,False
1060,chicken,dog,3517,chicken,dog,0.0005679752794094384,21,True
1060,chicken,dog,3517,chicken,dog,0.0005556903779506683,22,True
1060,chicken,dog,4303,chicken,dog,0.000539574830327183,23,True
1060,chicken,dog,4232,chicken,spider,0.0004976678173989058,25,False
1060,chicken,dog,4303,chicken,dog,0.000490716949570924,26,True
1060,chicken,dog,4303,chicken,dog,0.0004851741250604391,28,True
1060,chicken,dog,3517,chicken,dog,0.0004747596103698015,30,True
1060,chicken,dog,3517,chicken,dog,0.0004683313600253314,31,True
1060,chicken,dog,4232,chicken,spider,0.00046516425209119916,32,False
1060,chicken,dog,3078,chicken,cat,0.00044843266368843615,35,False
1060,chicken,dog,4232,chicken,spider,0.0004446871462278068,36,False
1060,chicken,dog,3078,chicken,cat,0.0004435883602127433,37,False
1060,chicken,dog,3517,chicken,dog,0.00044016409083269536,38,True
1060,chicken,dog,4303,chicken,dog,0.0004300215223338455,41,True
1060,chicken,dog,4303,chicken,dog,0.0004089717986062169,43,True
1060,chicken,dog,4232,chicken,spider,0.00039428373565897346,45,False
1060,chicken,dog,3078,chicken,cat,0.0003887174534611404,48,False
1060,chicken,dog,4232,chicken,spider,0.000381943944375962,49,False
1060,chicken,dog,3229,chicken,dog,0.0003460402658674866,61,True
1060,chicken,dog,3517,chicken,dog,0.00033838720992207527,65,True
1060,chicken,dog,3229,chicken,dog,0.000331379211274907,67,True
1060,chicken,dog,3078,chicken,cat,0.0003069384547416121,73,False
1060,chicken,dog,3517,chicken,dog,0.0003062659234274179,74,True
1060,chicken,dog,3229,chicken,dog,0.00030501061701215804,76,True
1060,chicken,dog,3078,chicken,cat,0.0002774356980808079,90,False
1060,chicken,dog,20550,squirrel,dog,0.00027185046928934753,93,True
1060,chicken,dog,3078,chicken,cat,0.00026948036975227296,96,False
1060,chicken,dog,3078,chicken,cat,0.0002612540265545249,99,False
1063,chicken,sheep,3229,chicken,dog,0.0008579943678341806,11,False
1063,chicken,sheep,5745,cow,sheep,0.0008408930734731257,12,True
1063,chicken,sheep,5954,cow,sheep,0.0008400968508794904,13,True
1063,chicken,sheep,5745,cow,sheep,0.0008357007172890007,15,True
1063,chicken,sheep,3517,chicken,dog,0.0008340200292877853,16,False
1063,chicken,sheep,3517,chicken,dog,0.0008212773827835917,20,False
1063,chicken,sheep,4232,chicken,spider,0.0008044997812248766,23,False
1063,chicken,sheep,3517,chicken,dog,0.0008022421970963478,26,False
1063,chicken,sheep,3517,chicken,dog,0.0007930180872790515,28,False
1063,chicken,sheep,5745,cow,sheep,0.0007856115698814392,29,True
1063,chicken,sheep,3229,chicken,dog,0.0007743958267383277,31,False
1063,chicken,sheep,3517,chicken,dog,0.0007565528503619134,33,False
1063,chicken,sheep,4303,chicken,dog,0.000752683263272047,35,False
1063,chicken,sheep,5954,cow,sheep,0.0007462879875674844,36,True
1063,chicken,sheep,4232,chicken,spider,0.0007433279533870518,37,False
1063,chicken,sheep,3517,chicken,dog,0.0007389708771370351,38,False
1063,chicken,sheep,4232,chicken,spider,0.0007373116095550358,40,False
1063,chicken,sheep,3517,chicken,dog,0.0007317813578993082,41,False
1063,chicken,sheep,4232,chicken,spider,0.0007311924709938467,42,False
1063,chicken,sheep,4232,chicken,spider,0.0007205462898127735,43,False
1063,chicken,sheep,4232,chicken,spider,0.0007114626932889223,46,False
1063,chicken,sheep,5745,cow,sheep,0.0007113488391041756,47,True
1063,chicken,sheep,5954,cow,sheep,0.0007081787916831672,48,True
1063,chicken,sheep,5745,cow,sheep,0.000705163343809545,49,True
1063,chicken,sheep,6054,cow,sheep,0.0006992076523602009,50,True
1063,chicken,sheep,3078,chicken,cat,0.0006853376980870962,55,False
1063,chicken,sheep,4303,chicken,dog,0.0006803541327826679,56,False
1063,chicken,sheep,3229,chicken,dog,0.0006802513962611556,57,False
1063,chicken,sheep,4232,chicken,spider,0.0006771731423214078,58,False
1063,chicken,sheep,4303,chicken,dog,0.0006706651183776557,59,False
1063,chicken,sheep,6054,cow,sheep,0.0006706315907649696,60,True
1063,chicken,sheep,6054,cow,sheep,0.000664187828078866,65,True
1063,chicken,sheep,4303,chicken,dog,0.0006635630852542818,66,False
1063,chicken,sheep,4303,chicken,dog,0.0006579158362001181,69,False
1063,chicken,sheep,4303,chicken,dog,0.000649827707093209,72,False
1063,chicken,sheep,5954,cow,sheep,0.0006471201195381582,74,True
1063,chicken,sheep,7035,dog,sheep,0.000645877851638943,76,True
1063,chicken,sheep,12964,horse,sheep,0.0006408131448552012,78,True
1063,chicken,sheep,12964,horse,sheep,0.0006345960428006947,79,True
1063,chicken,sheep,1953,cat,sheep,0.0006268039578571916,83,True
1063,chicken,sheep,4303,chicken,dog,0.0006244228570722044,84,False
1063,chicken,sheep,12964,horse,sheep,0.0006190593703649938,86,True
1063,chicken,sheep,5954,cow,sheep,0.0006172853172756732,87,True
1063,chicken,sheep,4232,chicken,spider,0.0006118328310549259,91,False
1063,chicken,sheep,6207,cow,sheep,0.0006101426552049816,93,True
1063,chicken,sheep,3517,chicken,dog,0.0006059207953512669,94,False
1063,chicken,sheep,3078,chicken,cat,0.0006041977903805673,95,False
1063,chicken,sheep,6054,cow,sheep,0.0006012477679178119,96,True
1063,chicken,sheep,7035,dog,sheep,0.0005992710357531905,97,True
1063,chicken,sheep,10144,dog,sheep,0.0005913963541388512,100,True
1064,chicken,squirrel,4303,chicken,dog,0.000766527431551367,5,False
1064,chicken,squirrel,3517,chicken,dog,0.0007015308365225792,9,False
1064,chicken,squirrel,4232,chicken,spider,0.000697690004017204,10,False
1064,chicken,squirrel,4303,chicken,dog,0.0006953624542802572,11,False
1064,chicken,squirrel,3517,chicken,dog,0.0006734338239766657,14,False
1064,chicken,squirrel,4232,chicken,spider,0.0006282138638198376,22,False
1064,chicken,squirrel,3078,chicken,cat,0.0006244133692234755,23,False
1064,chicken,squirrel,4303,chicken,dog,0.0006162719218991697,25,False
1064,chicken,squirrel,4303,chicken,dog,0.0005716048181056976,27,False
1064,chicken,squirrel,4232,chicken,spider,0.0005703641218133271,28,False
1064,chicken,squirrel,3517,chicken,dog,0.0005618564318865538,32,False
1064,chicken,squirrel,3517,chicken,dog,0.0005600263248197734,34,False
1064,chicken,squirrel,3517,chicken,dog,0.0005540514830499887,35,False
1064,chicken,squirrel,3078,chicken,cat,0.0005177043494768441,40,False
1064,chicken,squirrel,4303,chicken,dog,0.0005176743143238127,41,False
1064,chicken,squirrel,3078,chicken,cat,0.0005039812531322241,45,False
1064,chicken,squirrel,4232,chicken,spider,0.0004900870262645185,48,False
1064,chicken,squirrel,4232,chicken,spider,0.0004891334101557732,49,False
1064,chicken,squirrel,4303,chicken,dog,0.00047938842908479273,53,False
1064,chicken,squirrel,3517,chicken,dog,0.00047489121789112687,58,False
1064,chicken,squirrel,3517,chicken,dog,0.00044438152690418065,68,False
1064,chicken,squirrel,4232,chicken,spider,0.00044365786015987396,69,False
1064,chicken,squirrel,3229,chicken,dog,0.00044052465818822384,70,False
1064,chicken,squirrel,3229,chicken,dog,0.0004229928890708834,78,False
1064,chicken,squirrel,3078,chicken,cat,0.00042249562102369964,79,False
1064,chicken,squirrel,4303,chicken,dog,0.0004217925597913563,81,False
1064,chicken,squirrel,3517,chicken,dog,0.00041832122951745987,82,False
1064,chicken,squirrel,3229,chicken,dog,0.0004010977572761476,87,False
1064,chicken,squirrel,4232,chicken,spider,0.000394756585592404,91,False
1064,chicken,squirrel,4232,chicken,spider,0.0003941822506021708,92,False
1064,chicken,squirrel,4303,chicken,dog,0.00039182286127470434,95,False
1064,chicken,squirrel,3229,chicken,dog,0.0003870116197504103,98,False
1374,cow,elephant,6214,cow,elephant,0.0012863536830991507,1,True
1374,cow,elephant,6235,cow,elephant,0.0012447360204532743,2,True
1374,cow,elephant,6214,cow,elephant,0.0011400709627196193,3,True
1374,cow,elephant,6214,cow,elephant,0.001126051414757967,4,True
1374,cow,elephant,6235,cow,elephant,0.0011122506111860275,5,True
1374,cow,elephant,6214,cow,elephant,0.0011117001995444298,6,True
1374,cow,elephant,6235,cow,elephant,0.0011023527476936579,7,True
1374,cow,elephant,6214,cow,elephant,0.001098652253858745,8,True
1374,cow,elephant,5784,cow,elephant,0.0010959688806906343,9,True
1374,cow,elephant,5745,cow,sheep,0.0010887890821322799,10,False
1374,cow,elephant,5792,cow,elephant,0.001088460790924728,11,True
1374,cow,elephant,5954,cow,sheep,0.001084537128917873,12,False
1374,cow,elephant,6214,cow,elephant,0.0010841890471056104,13,True
1374,cow,elephant,6235,cow,elephant,0.0010834239656105638,14,True
1374,cow,elephant,6235,cow,elephant,0.001075714360922575,15,True
1374,cow,elephant,5792,cow,elephant,0.001059932168573141,16,True
